ID,Tweets,clean_tweets,Social,Historical,Dehumanization,Accusation,Attack,Loyalty,Threat
1574229319354023936,"@SantorinisSun Dibedil saja, Lukas Enembe sdh jelas melakukan perlawan ...sikat saja",bedil lukas enembe lawan sikat,0,0,1,0,0,0,0
1574223227039420416,"@SantorinisSun Mosok negara kalah sm KORUPTOR ??? 
Woiii DIBEDIL SAJA SEKALIAN ",negara kalah sm koruptor woiii bedil,1,0,0,1,0,0,0
1574222692945137666,"@MrsRachelIn Sekali cetak brp exemplar ? 
Kelipatan jumlah itu dia order 
Pendistribusian tabloid sdh include sesuai kontrak, ini bkn kerja asal2 an kalo sdh main tabloid. Pasti ada target besar yg mau dicapai",cetak exemplar lipat order distribusi tabloid include kontrak kerja an main tabloid target capai,1,0,0,0,0,0,0
1574219736514465792,@MrsRachelIn Main media spt ini keahlian Anies Dkk,main media ahli anies dan kawan,0,0,0,1,0,0,0
1574217677966831617,@Cintada16 Bobrok banget dunia peradilan RI ?,bobrok dunia adil ri,0,0,0,1,0,0,0
1574213398556180480,"@SutayaLili Menumpuk harta jng berlebih, krn nafsu jahat dan kuasa kegelapan pasti senang hadir disana",tumpuk harta jng lebih nafsu jahat kuasa gelap senang hadir,0,0,0,1,0,0,0
1574211180046221312,@SutayaLili @Madebylaluna Melacur tdk merampas hak2 wanita ...,lacur rampas hak wanita,0,0,0,1,0,0,0
1574210821491916800,"@SutayaLili Kalo pemiliknya sdh dipenjara Rumah itu jd sepi, pasti setan, jin dan hantu penghuninya ...emang enak Rumah Mewah penghuninya Setan, Jin dan Hantu ....",milik penjara rumah sepi setan jin hantu huni enak rumah mewah huni setan jin hantu,0,0,1,0,0,0,0
1574210227721105408,@MARQUEZ__93 @Jarwo99661180 Semalam berkuasa NKRI lsg bangkrut kalo Kabinet spt itu,malam kuasa nkri lsg bangkrut kabinet,0,0,0,0,0,0,0
1574052464617492484,@aries_bintan @AntonKu44233833 Nongol akun jembut penjilat,nongol akun jembut jilat,0,0,1,0,0,0,0
1574048480896888832,"@AntonKu44233833 @aries_bintan Pengangguran banyak bacot, urus perut sendiri aja msh bingung ...persis ini https://t.co/bi8SzzJs12",anggur banyak bicara urus perut bingung persis,0,0,0,0,0,0,0
1574045629999116288,Bosan dan Muak aku lihat muka RR pengkianat bangsa,bosan muak lihat muka rr pengkianat bangsa,0,0,0,1,0,0,0
1574041059419910145,"@BungkusTukang Wong gak waras tdk tahu diri, msh dpt fasilitas dr negara kelakuannya spt itu ...merusak !!!",waras fasilitas dr negara laku rusak,0,0,0,1,0,0,0
1574040371193319424,@PiusLeza5 TAEK Nies ...bacotmu ambyar,taek nies banyak bicara ambyar,0,0,1,1,0,0,0
1574040244542119937,Hallo Pak Chaplin ...dicari Taliban itu lho,hallo chaplin cari talib lho,0,0,0,0,0,0,0
1574040128594771971,@FaGtng TAEK Nies ...bacotmu ambyar,taek nies banyak bicara ambyar,0,0,1,1,0,0,0
1574036477629337600,"@KangDickyAjah Kalo bersaingnya secara produktif dan berkwalitas, tdk ada masalah. Ini merusak dan menghalalkan segala cara. 
Ada kesan mereka HARUS LENGSERKAN JOKOWI DULU SEBELUM PILPRES 2024. 
Ada agenda apa ini ???",saing produktif berkwalitas rusak halal kesan lengser jokowi pilpres agenda,1,0,0,1,0,0,0
1574025074793140225,"@KangDickyAjah Misi mereka MERUSAK NKRI 
Misi mereka LENGSERKAN Jokowi
Misi mereka MERAMPOK KEKUASAAN",misi rusak nkri misi lengser jokowi misi rampok kuasa,0,0,0,1,0,0,0
1574022060418146305,Dipecat saja drpd merusak nama baik GOLKAR,pecat drpd rusak nama golkar,0,0,0,1,0,0,0
1574021613116592130,@Berty69968038 @al_lasan @FirzaHusainID @ganjarpranowo @erickthohir @denni_sauya @farrel27 @theT4ntryS1 @terbucinz @seruanhl @03__nakula @willona_007 @DS_yantie @yarachantique @Frans_Priyo @JafYaya2150 @Dhimas_0202 Pasangan BINGUN ...Calon dr partai gak jelas,pasang bingun calon dr partai,1,0,0,0,0,0,0
1573988560973463552,@SutayaLili @Madebylaluna Mending melacur drpd jd Ustadz CABUL,lebih baik lacur drpd ustadz cabul,0,0,0,0,0,0,0
1573981501251006464,@Akun___Receh Ada bau duit harum haram ,bau duit harum haram,0,0,0,0,0,0,0
1573980620950478848,@winantisri11 Khilafah hanya dijadikan sarana saja oleh politisi busuk yg haus kekuasaan.,khilafah jadi sarana politis busuk haus kuasa,0,0,0,1,0,0,0
1573970185467604992,@kadrunbinpekok Aku BOSAN &amp; MUAK lihat muka Rizal Ramli ...aku suka Jokowi,bosan muak lihat muka rizal ramli suka jokowi,0,0,0,0,0,0,0
1573969899638378496,"@AyaniMel @winantisri11 NKRI tetap jaya !!! 
Tdk akan dikuasai oleh Khilfah",nkri jaya kuasa khilfah,0,0,0,0,0,0,0
1573961290728747009,@alextham878 Gelap gulita pikiran Pigai,gelap gulita pikir pigai,0,0,0,1,0,0,0
1573961119752138757,"@Syarman59 @KPK_RI @PDemokrat KPK mmg TAKOT 
KPK mmg GAK MAU NANGKAP 

 ah KPK main sandiwara teros",kpk mmg takot kpk mmg nangkap ah kpk main sandiwara ros,0,0,0,1,0,0,0
1573960829913149440,@arifin34533 Panen kebohongan dan kemunapikan ...pendukung Anies BANYAK ORANG GAK WARAS ,panen bohong kemunapikan dukung anies waras,0,0,0,1,0,0,0
1573960239510360064,@Cintada16 KPK pasti tau tp pura2 tdk tau ...duit mmg enak ,kpk pura duit mmg enak,0,0,0,1,0,0,0
1573959313252831237,"@H4l1mun_D1n61n Mainan Anies itu, dia full mainkan medsos u/ nebar opini busuk dan bohong kpd publik",main anies full main medsos nebar opini busuk bohong publik,0,0,0,1,0,0,0
1573957555453591552,"@arifin34533 KPK penakut 
KPK tdk pekah",kpk takut kpk kah,0,0,0,1,0,0,0
1573954570673586176,"@MrsRachelIn Asekkk nonton hukum di NKRI ...""bisa dibeli""",asekkk nonton hukum nkri beli,0,0,0,0,0,0,0
1573953228823490560,@Cintada16 @Madebylaluna Buka aja gpp ...jng munapik mau pensiun banyak bacot ,buka tidak apa jng munapik pensiun banyak bicara,0,0,0,0,0,0,0
1573952976057925633,@KaredokLeunca__ Duit banyak ya menang Maaak ...bokek gak ada duit ya modar ,duit menang maaak bokek duit modar,0,0,0,1,0,0,0
1573950044667260930,Manusia spt Anies begitu dpt peluang jd penguasa sekecil apapun akan dimanfaatkan u/ merampok kekuasaan dan merusak.,manusia anies peluang kuasa apa manfaat rampok kuasa rusak,0,0,0,1,0,0,0
1573947419754373121,"@inyongmanise Pelakunya itu2 saja, komplotan org2 yg haus kekuasaan, rakus jabatan dan korup.",laku komplot org haus kuasa rakus jabat korupsi,1,0,0,1,0,0,0
1573945388931125249,"@Madebylaluna Agama ? 
....wes embuh urusen dewe ",agama wes embuh urusen dewe,1,0,0,0,0,0,0
1573944991160086529,"@inyongmanise Mereka semakin berani terang-terangan ingin merampok kekuasaan, walau tdk punya kemampuan u/ jd pemimpin bangsa.",berani terang terang rampok kuasa mampu pimpin bangsa,0,0,0,1,0,0,0
1573942083769217025,"Lsg saja berobat ke meja judi ke luar negeri PASTI LEKAS SEMBUH 

 sandiwara mu koyok TAEK Pak Koruptor ",lsg obat meja judi negeri lekas sembuh sandiwara koyok taek koruptor,0,0,0,1,0,0,0
1573941718051090433,Harus DIMYSNAHKAN jika benar Anies PENDUKUNG KHILAFAH !!! https://t.co/acn4EdLSgn,dimysnahkan anies dukung khilafah,1,0,0,1,0,0,0
1573940684809437184,"@Ghurem2 Pura2 kena strop 
Coba berobat ke meja judi ke luar negeri PASTI SEMBUH",pura kena strop coba obat meja judi negeri sembuh,0,0,0,0,0,0,0
1573939284083896320,@MrsRachelIn Jng lupa berobat ke meja judi dulu biar cepet sembuh,jng lupa obat meja judi cepat sembuh,0,0,0,0,0,0,0
1573939092202885120,@MrsRachelIn @KPK_RI Demikian ....wes teruskan Sandiwaramu Pak Koruptor ,wes terus sandiwara koruptor,0,0,0,1,0,0,0
1573905773335556096,"@Ariesaenwan213 Ojok dituruti !!! 
Iso mbambung bareng-bareng 
Wong - 2 Calone Wong Ngajak Mbambung ",ojok turut iso mbambung bareng bareng calone ngajak mbambung,0,0,0,0,0,0,0
1573883463954231297,"@KaredokLeunca__ @AntonKu44233833 @Madebylaluna Pecandu Narkoba msh sakauw sik bahas politik ? 
Mana mungkin ....otak dia aja sdh gak waras",candu narkotika psikotropika dan obat larang sakauw sik bahas politik otak waras,1,0,0,1,0,0,0
1573878366151020544,"@KaredokLeunca__ @AntonKu44233833 @Madebylaluna Tes urine 
Tes rambut 
Ada apa rambutnya ?",tes urine tes rambut rambut,0,0,0,0,0,0,0
1573878204787732481,@KaredokLeunca__ Haluuuu ....dampaknya gak ilang ...msh sakauw dia Maaak ,haluuuu dampak hilang sakauw maaak,0,0,0,1,0,0,0
1573865580142415872,"@AntonKu44233833 @Wandystjk Main judi pake duit hasil korupsi ...bangsatnya keterlaluan itu koruptor. Yg lucu lagi KPK TAKUT NANGKAP ...
Hadeeeeh negaraku dipake tempat panggung sandiwara ",main judi pakai duit hasil korupsi bangsat koruptor lucu kpk takut nangkap hadeeeeh negara ku dipake panggung sandiwara,1,0,0,1,0,0,0
1573865153208414208,@Berty69968038 @alpin_daffa05 @Dhimas_0202 @bejokdi @JafYaya2150 @Rusman30966088 @Frans_Priyo Nasdem ...NASI ADEM ...rasanya sdh tdk nikmat lagi ....,nasdem nasi adem nikmat,0,0,0,1,0,0,0
1573855151395581952,"@AntonKu44233833 @Wandystjk Korupsi duit negara ratusan milyar bahkan bisa trilyunan rupiah, duit hasil korupsi dipake main judi ke luar negeri. 
Ketika jd tersangka mendadak pura2 sakit ? 

 Lukas Enembe WAJIB DIHUKUM MATI !!!",korupsi duit negara ratus milyar trilyunan rupiah duit hasil korupsi dipake main judi negeri sangka dadak pura sakit lukas enembe wajib hukum mati,1,0,0,1,0,0,0
1573854039179423745,"Mrongos INTOLERAN !!! 
Hijab dipake bkn hanya untuk kepentingan AGAMA. Hijab adalah budaya yg universal, tdk ada hubungan dng 1 agama apapun.",mrongos intoleran hijab dipake penting agama hijab budaya universal dng agama apa,1,0,0,1,0,0,0
1573849125325774848,"@SKaspani_ong @FR33D0ML4ND Taruhan aja deh ...drpd koar2 mau gulingkan Jokowi 

 100% Jokowi tetap tegar TIDAK BISA DIGULINGKAN oleh Para Pengkianat Bangsa !!!",taruh drpd teriak guling jokowi jokowi tegar guling pengkianat bangsa,0,0,0,1,0,0,0
1573709806887923712,@1Aradina No Hijab ...ORA WAJIB ORA USAH DIPIKIR  https://t.co/cK6vFVQhdw,hijab ora wajib ora pikir,0,0,0,0,0,0,0
1573709533528330240,"@AntonKu44233833 Bongkar saja semua, Enembe judi dmn saja",bongkar enembe judi dmn,0,0,0,1,0,0,0
1573709340854591488,"@firzahusainInc Modus perusak negeri merubah fakta dng opini 

 mana mungkin opini bisa merubah fakta ?",modus rusak negeri rubah fakta dng opini opini rubah fakta,0,0,0,1,0,0,0
1573706996775518208,"@SantorinisSun Sapa mau pilih PEMBOHONG ? 
Ditekan apanya ? 
Settingan pembohong pura2 ditekan, teraniaya dan didzolimi, ujung2 nya SEDOT APBD ",sapa pilih bohong tekan settingan bohong pura tekan aniaya didzolimi ujung sedot apbd,0,0,0,1,0,0,0
1573695163909959680,"@SantorinisSun Wkwkwk ....
Pikiran kotor naik semua pengen jd Presiden RI ....",pikir kotor presiden ri,0,0,0,1,0,0,0
1573694874184187905,@Al_Jendraa Wakil Setan itu bkn Wakil Rakyat ...PECAT SAJA DARI GOLKAR biar nganggur jd Wakil Setan beneran,wakil setan wakil rakyat pecat golkar tidak punya kerja wakil setan beneran,0,0,0,1,0,0,0
1573694428698791938,@Ghurem2 Judi bisa ke luar negeri jd tersangka mendadak SAKITNYA DIUNDANG SEMUA ...,judi negeri sangka dadak sakit undang,0,0,0,1,0,0,0
1573579289337167872,@arifin34533 Paramex obat sakit mata ,paramex obat sakit mata,0,0,0,1,0,0,0
1573578506109595649,"@SantorinisSun Iya 
Kali ini kadernya jago main judi td kalah",kader jago main judi kalah,0,0,0,1,0,0,0
1573572523819954176,"@AntonKu44233833 @HidayatBiin Jembut brondol 
Porn Fugitive 

mau jd pemimpin apa ? 
",jembut brondol porn fugitive pimpin,0,0,0,1,0,0,0
1573569680044064770,"Gerakan KHILAFAH 
Gerakan TERORIS 
siap merampok kekuasaan https://t.co/yGCkMIA7Ed",gerak khilafah gerak teroris rampok kuasa,0,0,0,1,0,0,1
1573557741960187904,@KompasTV Sakit SEDOT APBD KRONIS &amp; MAIN JUDI pake duit negara ...modus koruptor ada2 saja kalo mau abor,sakit sedot apbd kronis main judi pakai duit negara modus koruptor abor,0,0,0,1,0,0,0
1573557119479345152,"@DavidWijaya82 Banyak pecundang disekitar Jokowi, hati-hati !!!",cundang sekitar jokowi hati hati,0,0,0,0,0,0,0
1573555867768991745,"@DavidWijaya82 Kebijakan NGAWOR jng diterapkan jika merugikan wong cilik 

 tak balang tabung elpiji kalo sampean ngawor ",bijak ngawor jng terap rugi cilik balang tabung elpiji sampean ngawor,0,0,0,0,0,0,0
1573555533654949893,"Minta ma'af saja cukup 
Gak pake banyak bacot gitu 
Wakil Rakyat spt itu SUDAH TIDAK DIBUTUHKAN OLEH RAKYAT !!!",af pakai banyak bicara wakil rakyat butuh rakyat,0,0,0,0,0,0,0
1573548104103923715,"@AlphaBravo97_ Bukan soal uang kecil, ada hasutan besar yg ditebar via media !!!",uang hasut tebar media,0,0,0,1,0,0,0
1573547437310222336,"@BungkusTukang @DavidWijaya82 Yakinlah ...
Anginnya sdh menuju kesana, angin pertanda akan ada Tersangka selevel Gubernur di Indonesia",angin kesana angin tanda sangka level gubernur indonesia,1,0,0,0,0,0,0
1573538209220685824,"@BungkusTukang @DavidWijaya82 Suatu saat ketika Anies terbukti BERSALAH &amp; DIHUKUM ...disitu  kita lihat Rakyat AKAN TERTAWA PUAS ...

 spt nya tdk lama lagi rakyat akan mentertawakan Anies",anies bukti salah hukum lihat rakyat puas rakyat mentertawakan anies,0,0,0,1,0,0,0
1573532211806351360,"@Ojoklalenya Kalo yg selevel dia, Tukang Becak didpn rumahku banyak yg bisa ",level tukang becak didpn rumah ku,0,0,1,0,0,0,0
1573531710280859650,"@DavidWijaya82 @BungkusTukang Pemimpin Cap ASU kok dipuja2 dng cara kebohongan pake duit APBD, 5 tahun penuh duit APBD habis disedot pemimpin Cap ASU",pimpin cap asu puja dng bohong pakai duit apbd penuh duit apbd habis sedot pimpin cap asu,0,0,0,1,0,0,0
1573527916654526464,@detikcom Yg bikin WTP abal-abal kalo tdk ditangkap kurangajar,bikin wtp abal abal tangkap kurangajar,0,0,0,1,0,0,0
1573527459592830977,"@MrsRachelIn Demo itu MIMBAR BEBAS 
Barang siapa ikut serta memfasilitasi Demo, mk patut diduga yg bersangkutan adalah bagian dr kegiatan Demo tsb.",demo mimbar bebas barang fasilitas demo patut duga sangkut dr demo tsb,0,0,0,0,0,0,0
1573526735634993152,@Sagitarius23_11 Melawan TAEK ...tukang bohong https://t.co/E7tXXBxSTO,lawan taek tukang bohong,0,0,0,1,0,0,0
1573526202006241280,@PSantoda Kelakuan lama Chaplin OBOK-OBOK NKRI CARI UNTUNG untuk bisnis keluarga,laku chaplin obok obok nkri cari untung bisnis keluarga,0,0,0,1,0,0,0
1573525870522044416,"SETUJU NO HIJAB 
Drpd hijab dipake u/ melegalkan perbuatan melanggar hukum dng cara MENINDAS HAK-HAK WANITA ... https://t.co/2Lnvw9UBo5",tuju hijab drpd hijab dipake legal buat langgar hukum dng tindas hak hak wanita,0,0,0,1,1,0,0
1573518378857537537,@AntonKu44233833 @jokowi @mohmahfudmd Sandiwara blm mulai kok disuruh ganti ? Biarlah KPK BERSANDIWARA ...dng judul Pura-Pura TAKUT ... https://t.co/hy2UUO9hWK,sandiwara suruh ganti kpk sandiwara dng judul pura pura takut,0,0,0,1,0,0,0
1573517678081609728,"@MrsRachelIn Kalo kerja dng cara tabloid siluman gitu GAMPANG asal harga cocok SIKAT HABIS, urusan ribut belakangan ",kerja dng tabloid siluman gampang harga cocok sikat habis urus ribut,0,0,0,1,0,0,0
1573516502573395968,"@MarahIchsan @ganjarpranowo Bahaya org itu !!! 
Penunggang gelap tdk punya kapasitas sbg politisi",bahaya org tunggang gelap kapasitas sbg politis,0,0,0,1,0,0,0
1573516132837101568,"KPK PINTER BERSANDIWARA
Nangkep Tersangka Lukas Enembe gak berani, katanya takut ada pertumpahan darah di Papua. 
Jng pura-pura takut ...aplg bersandiwara ...rakyat memantau kerja KPK. 

 kalo waktu minta anggaran aja berani  https://t.co/AmHtWhD8jb",kpk pinter sandiwara nangkep sangka lukas enembe berani takut tumpah darah papua jng pura pura takut aplg sandiwara rakyat pantau kerja kpk anggar berani,0,0,0,1,0,0,0
1573512354691952640,@DavidWijaya82 @Pai_C1AB Draft pidatonya TAKUT lsg LARI ...ambyar bos ,draft pidato takut lsg lari ambyar bos,0,0,0,0,0,0,0
1573512170545254400,@Pai_C1AB Bakul Jamu di Pasar Malam ... ,bakul jamu pasar malam,0,0,0,0,0,0,0
1573510276988940290,KPK pinter BERSANDIWARA ...asekkk pura2 takut ...judulnya ,kpk pinter sandiwara asekkk pura takut judul,0,0,0,1,0,0,0
1573506096895242245,@KangDickyAjah @jokowi @mohmahfudmd Buyar-buyar ...mbulet koyok jembut,buyar buyar mbulet koyok jembut,0,0,1,0,0,0,0
1573505972035006464,"@Syarman59 @gumukcandi @PoldaPapua @KejaksaanRI Pak Mahfud JANGAN CUMA GERAM !!! 
Tangkep sono koruptornya segera",mahfud geram tangkep sono koruptor,0,0,0,1,0,0,0
1573503247595507712,@M45Broo_ @TinaDubie Drun piye kabare ...MASIH SOK SUCI ???,drun piye kabare sok suci,0,0,1,0,0,0,0
1573502919160532992,@_MbakSri_ @NyaiiBubu Diakar rumputpun dia sangat didukung oleh warganya,akar rumput dukung warga,1,0,0,0,0,0,0
1573502714042286080,"@AntonKu44233833 @Frans_Priyo @NyaiiBubu Pengacara tdk punya link di luar negeri itu, kalo dia punya Tersangka pasti dibawa kabor ke luar negeri, krn tersangka msh punya duit banyak",acara link negeri sangka bawa kabur negeri sangka duit,0,0,0,0,0,0,0
1573500522883321857,"@AntonKu44233833 @Frans_Priyo @NyaiiBubu Pengacara gitu DIPECAT SAJA, tdk paham situasi dan kondisi. Cari pengacara yg bisa bawa kabor tersangka ",acara pecat paham situasi cari acara bawa kabur sangka,0,0,0,0,0,0,0
1573499077261946885,"@AntonKu44233833 @Frans_Priyo @NyaiiBubu Wkwkwk....
Ada perjanjian ektradisi buronan siap menunggu ...silakan kabor ke Singapura ",janji ektradisi buron tunggu sila kabur singapura,0,0,0,1,0,0,0
1573366676716130304,@AntonKu44233833 @Mdy_Asmara1701 Buzzer habis disuntik rabbies mmg gitu ,buzzer habis suntik rabbies mmg,0,0,1,1,0,0,0
1573363574994800640,@alextham878 Repot bicara sm Laki-Laki Gemulai ...nyerocos teros meski SALAH ...dasar PKS,repot bicara sm laki laki gemulai nyerocos ros salah dasar pks,0,0,0,1,0,0,0
1573361640795680768,"@jameila81 @DavidWijaya82 @WagimanDeep212_ @TeddGus Wkwkwk ....
Geiz salah cetak jd manusia",geiz salah cetak manusia,0,0,0,0,0,0,0
1573359032743890945,@RonalSihotang78 Aksi Bela Nasi Bungkus,aksi bela nasi bungkus,0,0,1,0,0,0,0
1573358337374453761,"@alextham878 Noel tdk paham politik, dia hanya petualang yg cari keberuntungan di dunia politik",noel paham politik tualang cari untung dunia politik,0,0,0,0,0,0,0
1573356524579459072,"@DavidWijaya82 @WagimanDeep212_ @TeddGus Jin Botol in action 
Siap jd bemper Anies sampe modar",jin botol in action bemper anies modar,0,0,1,0,0,0,0
1573345863493353472,"HARUS DIMUSNAHKAN !!! 
Khilafah pendukung Teroris https://t.co/mmoU2gWH8J",musnah khilafah dukung teroris,0,0,0,1,0,0,0
1573344732159549440,@WagimanDeep212_ @TeddGus Jin Botol pembohong sm dng tuannya https://t.co/GNe4DMlf7E,jin botol bohong sm dng tuan,0,0,0,1,0,0,0
1573343571822129152,"@YRadianto Wakil Rakyat ? 
Bukan ...dia bukan Wakil Rakyat 
Tp dia Wakil Setan",wakil rakyat wakil rakyat wakil setan,0,0,1,1,0,0,0
1573343294008209409,"@NyaiiBubu Dia bukan Wakil Rakyat 
Tapi Wakil Setan",wakil rakyat wakil setan,0,0,1,1,0,0,0
1573343151880015873,@DaudEkoyuliant1 @NyaiiBubu Yg ini mulutnya sakit sampe teriak-teriak kayak gitu,mulut sakit teriak teriak kayak,0,0,0,1,0,0,0
1573342812837670912,@bwinarso99 Cepat bawa ke Dukun kalo Edi SAKIT,cepat bawa dukun edi sakit,0,0,0,0,0,0,0
1573341364921966592,"@MaryanaNunung Sak karepmu kono omong 
Ngoce trs ttg politik ...wkwkwk",sak karepmu kono omong ngoce politik,1,0,0,0,0,0,0
1573336538821570561,@SalamBudi1 @Heritanjung13 Lahan korupsinya sdh sempit mk nya kadrun MAKIN NEKAT dan STRES ,lahan korupsi sempit kadrun nekat stres,1,0,1,1,0,0,0
1573336230762520576,@Heritanjung13 Sdh waktunya kadrun mengalami kehancuran ...hallo drun,kadrun alam hancur hallo drun,0,0,1,0,0,0,0
1573331244427149312,"@WagimanDeep212_ Buktikan Pak Mahfud, kalo bisa terbukti mk Lukas Enembe layak DIHUKUM MATI !!!",bukti mahfud bukti lukas enembe layak hukum mati,0,0,0,0,0,0,1
1573329058607558657,@tukangrosok___ @PKSejahtera @aniesbaswedan @Pak_JK Tetap sah secara hukum sbg Presiden RI dan tercatat di lembar negara.,sah hukum sbg presiden ri catat lembar negara,1,0,0,0,0,0,0
1573326270376873984,"@tukangrosok___ @PKSejahtera @aniesbaswedan @Pak_JK Pak Chaplin NGAWOR !!! 
Org Luar Jawa sdh prnh ada yg jd Presiden RI, yaitu Bpk. BJ. Habibie",chaplin ngawor org jawa presiden ri bj habibie,0,0,0,0,0,0,0
1573321944157814790,@YusufNusantara5 @Tita83079013 @ganjarpranowo @aniesbaswedan @NasDem Pecundang takot keluar modal kalo kalah modal gak balik ...modar,cundang takot modal kalah modal modar,0,0,0,1,0,0,0
1573320624994680832,"@shield17845 @NyaiiBubu @Opowaelahkeno77 Lukas Enembe biasa main Domino aja, stlh jd Gubernur mainnya judi ke Singapura ....modelmu cuk",lukas enembe main domino gubernur main judi singapura model,0,0,0,0,0,0,0
1573311995990114304,@shield17845 @NyaiiBubu @Opowaelahkeno77 Ayoooo cuk judi lagi ? Tumben gak ke Singapura lagi ,ayoooo judi tumben singapura,0,0,0,0,0,0,0
1573309442804035587,@MarahIchsan Kutunggu Kadrun Demo lagi yg sangat besar jng cuma besar bacot.,ku tunggu kadrun demo jng banyak bicara,0,0,1,0,0,0,0
1573308458946166784,@Frans_Priyo @NyaiiBubu Jancok ...asu ...njaran ...duit 560 Milyar habis dipake judi,jancok asu njaran duit milyar habis dipake judi,0,0,0,1,0,0,0
1573308146390798336,@NyaiiBubu Besok dia MATI ...selesai sdh tdk bisa alasan,besok mati selesai alas,0,0,0,0,0,0,0
1573307987732877312,"@SantorinisSun Jancok ....asu ...njaran 
Sakit tp judi di luar negeri sampe hbs duit 560 M. 
Koruptor SARAP kok msh dibela",jancok asu njaran sakit judi negeri hbs duit koruptor sarap bela,1,0,0,1,0,0,0
1573287177639063553,"Iran keren jaman adem, diracuni setan Khilafah langsung ancur lebur",iran keren jaman adem racun setan khilafah hancur lebur,0,0,0,1,0,0,0
1573277051377057792,@shield17845 @RonnyYulianto7 Sdh ketahuan tdk ada ijin tambah koar2 BARU AKAN DIURUS ...Oalah kebangetan itu namanya ...melanggar hukum tambah pamer ,tahu ijin teriak urus oalah banget nama langgar hukum pamer,0,0,0,1,0,0,0
1573272611626582018,"@RonnyYulianto7 Pengacara lumayan ...TIDAK PAHAM TTG PERIJINAN
Kalo sdh operasional tp tdk punya ijin itu ILEGAL alias PENAMBANGAN LIAR, jelas 1000% melanggar hukum",acara lumayan paham pijin operasional ijin ilegal alias tambang liar langgar hukum,0,0,0,1,0,0,0
1573271025739243520,@marlina_idha b o h o n g  https://t.co/JJl3S1isXu,b o h o g,0,0,0,0,0,0,0
1573269613529681920,"Jng lupa kasih uang saku ya mas ke idolanya, itu sdh siap kantongnya banyak di celana",jng lupa kasih uang saku idola kantong celana,0,0,0,0,0,0,0
1573268332199153665,@FirzaHusainID @jamrud80 Semua anak buahnya bisa diperintah pungli ,anak buah perintah pungli,0,0,0,1,0,0,0
